Singapore,25 May,334691.0,samples,31960.0,9.5,https://www.moh.gov.sg/covid-19,https://www.moh.gov.sg/docs/librariesprovider5/local-situation-report/situation-report-25-may-2020.pdf,
Slovakia,30 May,172601.0,samples,1521.0,0.88,https://korona.gov.sk/en/, ,
Slovenia,15 May,70220.0,samples,1465.0,2.1,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19, ,
South Africa,31 May,701883.0,cases,21343.0,4.4,https://sacoronavirus.co.za/, ,
South Korea,31 May,887528.0,cases,11468.0,1.3,http://ncov.mohw.go.kr, ,
Spain,28 May,4063843.0,samples,284986.0,7.0,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov-China/documentos/COVID-19_pruebas_diagnosticas_21_05_2020.pdf,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov-China/documentos/Actualizacion_106_COVID-19.pdf,
Sri Lanka,24 May,53092.0,cases,1094.0,2.1,https://www.hpb.health.gov.lk/en, ,
Sudan,9 May,1747.0,samples,1164.0,66.6,https://africacdc.org/covid-19/, ,
Sweden,27 May,238800.0,cases,35088.0,14.7,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/, ,
Switzerland[e],25 May,372146.0,samples,30746.0,8.3,https://www.bag.admin.ch/dam/bag/de/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/covid-19-lagebericht.pdf.download.pdf/COVID-19_Epidemiologische_Lage_Schweiz.pdf, ,
Taiwan[f],1 Jun,72319.0,cases,442.0,0.61,https://www.cdc.gov.tw/en, ,
Tanzania,29 April,652.0,,480.0,73.6,https://africacdc.org/covid-19/, ,
Thailand,7 May,89791.0,cases,2992.0,3.3,http://ddc.moph.go.th/viralpneumonia/eng/file/situation/situation-no125-070563.pdf, ,
Trinidad and Tobago,9 May,2271.0,samples,116.0,5.1,http://www.health.gov.tt/sitepages/default.aspx?id=293, ,
Tunisia,9 May,32818.0,cases,1032.0,3.1,https://covid-19.tn/fr/tableau-de-bord/, ,
Turkey,31 May,2039194.0,cases,163942.0,8.0,https://covid19.saglik.gov.tr, ,
Uganda,15 May,70117.0,samples,203.0,0.29,https://covid19.gou.go.ug, ,
Ukraine,23 May,277712.0,samples,20580.0,7.4,https://covid19.gov.ua/en, ,
United Arab Emirates,22 May,1924234.0,,27892.0,1.4,https://www.mohap.gov.ae/en/MediaCenter/News/Pages/2424.aspx, ,
United Kingdom,31 May,4285738.0,samples,274762.0,6.4,https://www.gov.uk/guidance/coronavirus-covid-19-information-for-the-public, ,
United States,30 May,16495443.0,,1759693.0,10.7,https://covidtracking.com/data/us-daily,https://covidtracking.com/data/us-daily,
Uruguay,9 May,39469.0,samples,958.0,2.4,https://www.gub.uy/sistema-nacional-emergencias/comunicacion/comunicados/informe-situacion-sobre-coronavirus-covid-19-uruguay-26-05-2020, ,
Uzbekistan,7 May,371000.0,samples,2298.0,0.62,https://t.me/koronavirusinfouz/3470, ,
Venezuela,25 May,832526.0,samples,1177.0,0.14,http://www.minci.gob.ve/venezuela-detecta-56-nuevos-casos-de-covid-19-y-contagios-se-elevan-a-1-177/, ,
Vietnam,25 May,261004.0,samples,325.0,0.12,https://suckhoedoisong.vn/Covid-19-cap-nhat-moi-nhat-lien-tuc-n168210.html, ,
Zimbabwe,10 May,8244.0,,34.0,0.41,http://covid19zw.com/, ,
Albania,17 May,12024.0,samples,946.0,7.9,https://new.shendetesia.gov.al/covid19-ministria-e-shendetesise-17-raste-te-reja-ne-24-oret-e-fundit/, ,
